,0,1,2
1586,1099,3,1
1587,1544,71,0
1588,2094,175,0
1589,1281,54,0
1590,221,80,0
1591,724,6,1
1592,1127,3,1
1593,309,3,1
1594,430,33,1
1595,650,6,1
1596,191,69,1
1597,1470,185,1
1598,1421,81,0
1599,218,117,0
1600,2068,3,1
1601,169,68,1
1602,536,86,0
1603,1335,3,1
1604,602,6,0
1605,660,61,1
1606,2168,108,0
1607,1598,170,0
1608,150,87,0
1609,627,6,1
1610,451,34,1
1611,1229,59,0
1612,167,96,0
1613,1193,68,0
1614,81,41,1
1615,177,11,0
1616,1767,195,0
1617,504,35,0
1618,148,16,0
1619,1145,209,0
1620,107,139,0
1621,1138,119,0
1622,871,136,0
1623,1714,6,1
1624,198,28,1
1625,1316,3,1
1626,499,60,0
1627,24,203,0
1628,1602,187,0
1629,1233,19,0
1630,1839,6,1
1631,30,184,0
1632,2148,15,1
1633,68,37,1
1634,1051,164,0
1635,1145,3,1
1636,2045,61,1
1637,567,156,0
1638,1917,6,1
1639,1270,42,0
1640,2102,14,1
1641,489,191,0
1642,2072,34,1
1643,1828,14,1
1644,379,14,1
1645,601,13,1
1646,776,14,1
1647,1591,116,0
1648,1272,48,0
1649,394,160,0
1650,349,81,1
1651,1892,92,0
1652,932,27,0
1653,1440,189,0
1654,84,157,0
1655,2125,169,0
1656,163,42,1
1657,2195,155,0
1658,305,4,1
1659,903,173,0
1660,505,8,1
1661,869,181,0
1662,300,186,0
1663,478,8,1
1664,792,163,1
1665,1149,148,0
1666,318,31,0
1667,1543,49,0
1668,36,6,1
1669,1952,204,0
1670,2119,208,0
1671,144,6,1
1672,92,36,1
1673,1575,199,0
1674,2,125,0
1675,903,23,0
1676,1781,3,1
1677,2100,166,0
1678,1149,3,1
1679,1733,135,0
1680,144,35,1
1681,863,34,0
1682,1199,71,0
1683,104,19,1
1684,905,15,1
1685,524,152,0
1686,1502,212,0
1687,2235,6,1
1688,441,0,1
1689,1556,181,0
1690,503,136,1
1691,192,31,1
1692,26,19,1
1693,344,133,0
1694,2237,6,1
1695,981,3,1
1696,81,17,1
1697,1242,3,1
1698,1234,175,0
1699,28,6,1
1700,109,10,1
1701,1885,131,0
1702,383,6,1
1703,626,105,0
1704,667,0,1
1705,996,23,0
1706,1460,8,1
1707,361,140,1
1708,1141,151,0
1709,2223,6,1
1710,837,196,0
1711,776,176,0
1712,1016,92,0
1713,555,6,1
1714,1691,12,0
1715,441,8,1
1716,58,1,1
1717,451,42,0
1718,1462,84,0
1719,382,6,1
1720,1809,54,1
1721,606,5,1
1722,425,5,1
1723,1241,136,0
1724,67,104,1
1725,1086,3,1
1726,2110,81,0
1727,843,202,0
1728,808,145,0
1729,543,174,0
1730,1611,78,0
1731,905,44,0
1732,189,69,0
1733,1188,113,0
1734,645,132,1
1735,67,65,1
1736,656,4,0
1737,952,3,1
1738,477,176,0
1739,2093,41,1
1740,226,5,1
1741,321,131,1
1742,1628,63,0
1743,638,177,0
1744,370,43,0
1745,430,38,1
1746,193,107,0
1747,2169,143,0
1748,778,22,0
1749,51,187,0
1750,235,6,1
1751,1407,61,0
1752,951,176,0
1753,271,161,0
1754,1513,198,0
1755,604,192,0
1756,1270,72,0
1757,806,203,1
1758,1814,6,1
1759,1249,102,0
1760,2070,40,0
1761,511,6,1
1762,1085,21,0
1763,130,146,0
1764,110,29,1
1765,2161,130,0
1766,1075,3,1
1767,105,36,0
1768,679,6,1
1769,998,56,0
1770,1622,182,0
1771,734,33,1
1772,1920,6,1
1773,518,95,0
1774,77,6,1
1775,212,5,1
1776,772,7,0
1777,1617,97,0
1778,1849,6,1
1779,755,87,1
1780,8,180,0
1781,2081,33,1
1782,15,22,1
1783,878,124,0
1784,210,112,0
1785,190,199,0
1786,1463,8,1
1787,1685,157,0
1788,1442,101,0
1789,851,64,1
1790,1319,215,0
1791,142,53,0
1792,2166,95,0
1793,2000,46,0
1794,49,23,0
1795,1253,120,0
1796,23,172,0
1797,2070,215,0
1798,2210,208,0
1799,465,14,1
1800,931,5,1
1801,2143,88,0
1802,225,198,0
1803,1683,6,1
1804,1077,182,0
1805,90,11,1
1806,308,41,1
1807,110,125,0
1808,1953,89,0
1809,1898,200,0
1810,368,19,1
1811,1539,66,0
1812,1057,24,0
1813,434,8,1
1814,134,103,0
1815,1199,120,0
1816,497,203,0
1817,144,45,1
1818,465,141,0
1819,625,189,1
1820,516,4,1
1821,1470,89,0
1822,2137,15,1
1823,1086,36,0
1824,2121,15,1
1825,1912,41,0
1826,92,169,0
1827,90,89,1
1828,451,35,1
1829,1827,6,1
1830,2168,168,0
1831,2104,10,0
1832,716,97,0
1833,94,39,0
1834,2206,6,1
1835,2248,121,0
1836,757,192,0
1837,1374,3,1
1838,1403,3,1
1839,1968,15,1
1840,1859,91,0
1841,349,5,1
1842,1693,33,1
1843,931,58,0
1844,483,170,0
1845,105,197,0
1846,268,2,0
1847,970,72,0
1848,331,173,0
1849,1217,161,0
1850,1802,15,1
1851,1384,21,0
1852,639,6,1
1853,1650,6,1
1854,1004,40,0
1855,763,162,0
1856,312,6,1
1857,219,16,0
1858,1464,29,1
1859,1865,27,0
1860,521,65,0
1861,2023,94,0
1862,2242,2,0
1863,192,13,0
1864,139,136,1
1865,294,5,1
1866,2150,36,0
1867,1960,72,0
1868,709,6,1
1869,937,194,0
1870,1397,3,1
1871,692,193,0
1872,1995,172,0
1873,590,121,0
1874,1064,7,0
1875,738,153,0
1876,1561,143,0
1877,944,76,0
1878,715,144,1
1879,1589,3,1
1880,120,53,0
1881,1487,3,1
1882,1962,59,0
1883,731,19,0
1884,241,5,1
1885,1767,115,0
1886,2087,34,1
1887,1796,15,1
1888,1068,106,0
1889,1186,3,1
1890,64,28,1
1891,115,58,1
1892,494,15,1
1893,1701,79,0
1894,33,14,1
1895,1253,3,1
1896,1414,3,1
1897,351,5,1
1898,2093,6,1
1899,588,11,0
1900,328,41,1
1901,1835,177,0
1902,2108,15,1
1903,736,104,0
1904,1134,37,0
1905,878,118,0
1906,985,3,1
1907,1547,3,1
1908,849,64,1
1909,891,92,0
1910,537,98,0
1911,1103,3,1
1912,409,6,1
1913,1696,83,1
1914,1496,97,0
1915,2133,33,1
1916,2147,107,0
1917,135,42,1
1918,2080,22,0
1919,1946,11,0
1920,581,69,1
1921,924,69,1
1922,258,155,1
1923,1724,3,1
1924,675,3,1
1925,2049,34,1
1926,146,141,1
1927,357,17,1
1928,962,7,0
1929,1278,185,0
1930,2008,14,1
1931,765,116,0
1932,914,70,0
1933,1408,35,0
1934,837,56,0
1935,1731,8,1
1936,1736,5,1
1937,39,11,1
1938,171,113,1
1939,1559,3,1
1940,1674,8,1
1941,19,5,1
1942,1142,3,1
1943,1959,55,0
1944,1959,70,0
1945,22,25,0
1946,1372,15,1
1947,1021,5,1
1948,1436,107,0
1949,470,0,1
1950,2078,34,1
1951,704,6,1
1952,886,49,0
1953,1892,185,0
1954,1720,3,1
1955,1169,3,1
1956,343,6,1
1957,680,17,0
1958,366,61,1
1959,440,114,0
1960,1591,69,1
1961,603,206,0
1962,638,1,1
1963,602,195,0
1964,448,1,1
1965,274,29,0
1966,38,60,1
1967,352,14,1
1968,2223,210,0
1969,1120,3,1
1970,2212,6,1
1971,1684,170,0
1972,937,126,0
1973,926,14,1
1974,810,121,0
1975,1145,111,0
1976,310,211,0
1977,338,6,1
1978,335,44,0
1979,1536,54,0
1980,186,171,0
1981,122,6,1
1982,703,77,0
1983,209,189,0
1984,802,93,1
1985,1157,95,0
1986,1189,97,0
1987,260,5,1
1988,1265,205,0
1989,1108,200,0
1990,1609,176,0
1991,72,15,1
1992,7,91,0
1993,1217,3,1
1994,849,163,0
1995,2221,56,0
1996,1942,113,0
1997,149,40,1
1998,662,16,0
1999,443,212,0
2000,465,37,0
2001,898,190,0
2002,29,13,0
2003,276,151,0
2004,2069,136,0
2005,841,20,1
2006,238,26,1
2007,466,182,0
2008,27,5,1
2009,269,140,1
2010,699,20,1
2011,378,165,1
2012,1628,6,1
2013,2102,96,0
2014,755,14,1
2015,363,120,0
2016,886,117,0
2017,1237,213,0
2018,597,5,1
2019,1895,6,1
2020,316,60,0
2021,2145,176,0
2022,713,18,0
2023,82,6,1
2024,94,5,1
2025,1263,104,0
2026,1189,5,1
2027,1779,5,1
2028,2064,87,0
2029,471,86,1
2030,1608,186,0
2031,353,6,1
2032,377,6,1
2033,10,14,1
2034,683,59,0
2035,1251,185,0
2036,187,51,0
2037,1489,3,1
2038,1203,3,1
2039,978,27,0
2040,1960,6,1
2041,436,196,0
2042,799,14,1
2043,1734,3,1
2044,328,7,1
2045,317,68,0
2046,2131,15,1
2047,75,144,0
2048,741,70,1
2049,34,182,0
2050,509,7,1
2051,2254,133,0
2052,1783,5,1
2053,407,31,0
2054,1473,6,1
2055,1113,94,0
2056,201,21,0
2057,305,70,0
2058,118,130,1
2059,390,15,1
2060,771,36,1
2061,935,65,0
2062,1517,3,1
2063,1168,3,1
2064,996,5,1
2065,1796,111,0
2066,442,159,0
2067,1106,48,0
2068,1341,64,0
2069,2064,139,0
2070,377,130,1
2071,684,34,0
2072,175,42,1
2073,1643,172,0
2074,617,45,1
2075,149,36,1
2076,1204,199,0
2077,1679,81,0
2078,68,110,1
2079,2041,118,0
2080,1942,6,1
2081,2126,6,1
2082,75,6,1
2083,1569,129,0
2084,1450,62,0
2085,207,5,1
2086,2167,6,1
2087,67,15,1
2088,788,144,1
2089,1133,79,0
2090,1410,3,1
2091,1392,129,0
2092,1623,11,0
2093,337,17,1
2094,16,16,1
2095,2233,33,1
2096,1963,15,1
2097,1290,2,0
2098,1845,130,0
2099,1539,92,0
2100,305,11,1
2101,556,64,0
2102,1785,58,0
2103,91,41,1
2104,625,14,1
2105,2161,8,1
2106,2079,28,0
2107,1157,104,0
2108,293,6,1
2109,2058,157,0
2110,290,61,1
2111,536,35,1
2112,593,185,1
2113,2130,155,0
2114,305,40,1
2115,910,80,0
2116,245,125,1
2117,705,50,0
2118,1452,96,0
2119,42,79,1
2120,1078,3,1
2121,801,147,0
2122,599,69,0
2123,2254,35,1
2124,2221,33,1
2125,109,11,1
2126,282,143,0
2127,915,6,1
2128,387,25,0
2129,430,6,1
2130,1481,45,0
2131,466,15,1
2132,305,58,0
2133,608,145,0
2134,620,6,1
2135,1633,158,0
2136,43,73,0
2137,1759,3,1
2138,934,3,1
2139,232,153,1
2140,885,47,0
2141,163,6,1
2142,449,15,1
2143,94,198,0
2144,536,40,1
2145,550,85,0
2146,2218,14,0
2147,1286,3,1
2148,356,185,0
2149,1637,6,1
2150,2216,149,0
2151,420,87,0
2152,1410,177,0
2153,631,132,1
2154,62,33,1
2155,1034,181,0
2156,110,183,0
2157,1906,127,0
2158,560,158,0
2159,947,64,0
2160,791,194,0
2161,1849,88,0
2162,1773,130,0
2163,2191,170,0
2164,1051,112,0
2165,1723,9,0
2166,881,188,0
2167,1772,108,0
2168,1293,3,1
2169,1943,52,0
2170,2082,33,1
2171,1442,25,0
2172,129,8,1
2173,1319,196,0
2174,990,3,1
2175,73,15,1
2176,536,9,1
2177,430,5,1
2178,263,42,1
2179,1381,29,0
2180,2014,143,0
2181,1713,6,1
2182,68,40,1
2183,1998,20,0
2184,335,36,1
2185,1406,3,1
2186,1707,34,0
2187,57,41,1
2188,1528,15,0
2189,2258,202,0
2190,1255,164,0
2191,1027,141,0
2192,1860,93,0
2193,648,86,0
2194,576,132,1
2195,173,35,1
2196,311,0,1
2197,532,174,0
2198,76,6,1
2199,670,6,1
2200,19,15,1
2201,244,211,0
2202,792,80,0
2203,569,11,1
2204,570,56,0
2205,576,154,0
2206,589,184,0
2207,1649,6,1
2208,700,8,0
2209,1417,3,1
2210,1726,5,1
2211,1108,10,0
2212,1605,6,1
2213,1818,139,0
2214,108,17,1
2215,1342,122,0
2216,45,76,1
2217,1498,152,0
2218,1746,204,0
2219,1116,3,1
2220,554,70,1
2221,1259,189,0
2222,1432,3,1
2223,2017,15,1
2224,2004,34,1
2225,794,20,1
2226,1774,190,0
2227,1304,128,0
2228,589,93,1
2229,487,194,0
2230,582,35,1
2231,485,6,1
2232,1044,11,0
2233,1565,76,0
2234,314,132,0
2235,1440,116,0
2236,1797,193,0
2237,461,5,1
2238,122,7,1
2239,1945,6,1
2240,1514,121,0
2241,1276,3,1
2242,43,6,1
2243,779,28,0
2244,984,3,1
2245,1315,3,1
2246,1553,3,1
2247,1701,33,1
2248,1519,3,1
2249,419,160,0
2250,913,149,0
2251,507,202,0
2252,1757,24,0
2253,439,3,0
2254,555,72,0
2255,1059,3,1
2256,310,33,0
2257,2055,28,0
2258,385,206,0
2259,1010,3,1
2260,339,60,0
2261,1511,35,0
2262,338,169,0
2263,1803,183,0
2264,455,5,1
2265,482,82,1
2266,1874,26,0
2267,596,190,0
2268,474,4,0
2269,9,150,0
2270,929,47,0
2271,2216,155,0
2272,1657,6,1
2273,1815,6,1
2274,106,41,1
2275,823,14,1
2276,2062,15,1
2277,2114,34,1
2278,517,8,1
2279,1019,3,1
2280,824,6,1
2281,2083,78,0
2282,1567,3,1
2283,828,64,0
2284,769,177,0
2285,1827,74,0
2286,640,21,0
2287,2243,6,1
2288,2170,26,0
2289,74,95,0
2290,2225,148,0
2291,454,0,1
2292,1563,123,0
2293,172,198,0
2294,1940,208,0
2295,1468,187,0
2296,840,6,1
2297,1777,167,0
2298,39,35,1
2299,1277,11,0
2300,1141,27,0
2301,34,5,1
2302,1783,15,0
2303,32,184,0
2304,611,6,1
2305,1056,3,1
2306,296,138,1
2307,1362,33,0
2308,196,120,0
2309,216,197,0
2310,943,11,0
2311,2042,82,0
2312,6,15,1
2313,1393,3,1
2314,702,20,1
2315,425,90,0
2316,1658,211,1
2317,1591,23,0
2318,2075,144,0
2319,1366,3,1
2320,1863,127,0
2321,2171,6,1
2322,1640,63,0
2323,633,5,1
2324,2207,58,0
2325,641,20,1
2326,39,8,1
2327,307,173,0
2328,2190,6,1
2329,876,147,0
2330,341,197,0
2331,1201,35,0
2332,365,169,1
2333,313,58,1
2334,109,59,0
2335,605,6,1
2336,1576,71,0
2337,1032,165,0
2338,1201,10,0
2339,1241,3,1
2340,321,29,1
2341,104,16,1
2342,2029,155,0
2343,40,74,1
2344,36,13,1
2345,1850,114,0
2346,42,82,1
2347,326,47,0
2348,586,6,1
2349,709,70,1
2350,530,156,0
2351,839,166,0
2352,44,38,0
2353,1033,189,0
2354,1463,161,0
2355,1241,25,0
2356,1728,3,1
2357,1448,3,1
2358,24,32,1
2359,1010,17,0
2360,1566,193,0
2361,1731,5,1
2362,1819,6,1
2363,2080,34,1
2364,158,144,1
2365,1205,112,0
2366,218,14,1
2367,1708,105,0
2368,749,29,1
2369,2112,215,0
2370,580,6,1
2371,107,102,0
2372,1061,112,0
2373,1895,198,0
2374,469,70,1
2375,114,6,1
2376,636,49,0
2377,613,6,1
2378,139,137,1
2379,1544,127,0
2380,231,146,0
2381,2192,185,0
2382,2123,15,1
2383,246,181,0
2384,1801,59,0
2385,2120,15,1
2386,180,2,1
2387,369,1,1
2388,1277,3,1
2389,1004,3,1
2390,1751,112,0
2391,305,41,1
2392,26,17,1
2393,1526,22,0
2394,177,115,0
2395,2188,41,0
2396,1737,5,1
2397,1786,3,1
2398,231,173,0
2399,327,155,0
2400,2125,123,0
2401,279,19,1
2402,1234,53,0
2403,2195,19,1
2404,127,6,1
2405,100,35,1
2406,1921,153,0
2407,826,144,0
2408,1221,56,0
2409,2175,193,0
2410,1284,143,0
2411,1131,66,0
2412,1087,128,0
2413,558,6,1
2414,743,17,1
2415,1932,5,0
2416,445,168,0
2417,2256,118,0
2418,1585,10,0
2419,1327,54,0
2420,782,34,1
2421,652,5,1
2422,454,106,0
2423,3,20,0
2424,1956,7,1
2425,1634,161,0
2426,76,14,1
2427,583,152,0
2428,419,14,1
2429,514,58,0
2430,1066,87,0
2431,1357,142,0
2432,1882,88,0
2433,786,29,1
2434,1606,10,0
2435,1148,66,0
2436,1371,16,0
2437,1894,112,0
2438,272,161,1
2439,957,211,0
2440,178,64,1
2441,2255,109,0
2442,149,17,1
2443,360,194,0
2444,213,18,0
2445,2173,6,1
2446,810,70,1
2447,1321,28,0
2448,541,50,0
2449,1304,119,0
2450,152,17,1
2451,326,120,1
2452,733,24,0
2453,661,0,1
2454,1096,101,0
2455,244,85,0
2456,109,24,1
2457,1407,154,0
2458,1058,46,0
2459,587,205,0
2460,84,0,1
2461,1750,197,0
2462,100,16,1
2463,556,33,1
2464,510,89,1
2465,1506,3,1
2466,2078,195,0
2467,372,149,1
2468,2230,14,1
2469,2256,33,1
2470,1088,141,0
2471,574,8,1
2472,697,5,1
2473,102,15,1
2474,1128,83,0
2475,1846,61,1
2476,1519,136,0
2477,2022,178,0
2478,266,199,0
2479,706,60,0
2480,520,95,0
2481,268,157,1
2482,84,16,1
2483,1540,3,1
2484,154,14,1
2485,2236,201,0
2486,1663,3,1
2487,2082,140,0
2488,881,6,1
2489,2131,33,1
2490,36,14,1
2491,857,33,0
2492,325,144,0
2493,940,201,0
2494,307,5,1
2495,858,82,0
2496,202,145,0
2497,1626,195,0
2498,425,186,0
2499,21,15,1
2500,1826,97,0
2501,1993,137,0
2502,639,174,0
2503,1380,3,1
2504,1870,6,1
2505,68,105,1
2506,308,182,0
2507,202,6,1
2508,138,35,1
2509,201,70,0
2510,409,14,1
2511,282,163,1
2512,68,14,1
2513,1941,6,1
2514,786,6,1
2515,691,24,0
2516,726,192,1
2517,1988,6,1
2518,370,6,1
2519,306,87,1
2520,358,70,0
2521,235,206,0
2522,2006,14,1
2523,56,9,1
2524,1034,3,1
2525,175,14,1
2526,19,136,0
2527,115,61,0
2528,104,3,1
2529,1138,3,1
2530,2101,74,0
2531,1765,3,1
2532,516,155,0
2533,1419,159,0
2534,98,8,1
2535,658,129,0
2536,1210,14,0
2537,1787,115,0
2538,380,183,0
2539,1760,89,0
2540,96,5,1
2541,511,70,1
2542,358,4,1
2543,212,194,0
2544,166,80,0
2545,766,89,1
2546,1858,53,0
2547,171,172,0
2548,945,5,1
2549,1796,33,1
2550,2080,38,0
2551,1776,57,0
2552,2011,14,1
2553,2030,15,1
2554,1004,153,0
2555,582,83,0
2556,270,171,0
2557,905,56,0
2558,1096,80,0
2559,2251,153,0
2560,386,205,0
2561,830,78,1
2562,429,6,1
2563,242,6,1
2564,919,20,0
2565,1347,96,0
2566,1207,66,0
2567,63,6,1
2568,441,36,1
2569,554,156,1
2570,971,93,0
2571,1517,66,0
2572,585,5,1
2573,132,69,1
2574,10,16,1
2575,65,100,1
2576,2025,6,1
2577,905,25,0
2578,99,6,1
2579,21,29,1
2580,1219,16,0
2581,454,20,1
2582,27,13,1
2583,112,0,1
2584,473,48,0
2585,137,6,1
2586,66,36,1
2587,1784,5,1
2588,2073,102,0
2589,192,83,0
2590,850,117,1
2591,473,6,1
2592,462,151,0
2593,3,10,1
2594,1313,23,0
2595,873,6,1
2596,1568,14,0
2597,1790,103,0
2598,336,6,1
2599,1121,3,1
2600,2248,10,0
2601,706,6,1
2602,2122,34,1
2603,1454,89,1
2604,353,146,0
2605,536,89,1
2606,1208,22,0
2607,1956,82,0
2608,1726,205,0
2609,1366,171,0
2610,1647,84,0
2611,1861,167,0
2612,858,43,0
2613,1080,109,0
2614,1983,117,0
2615,56,0,1
2616,463,88,0
2617,152,14,1
2618,771,15,1
2619,348,15,1
2620,723,173,1
2621,844,1,1
2622,179,29,1
2623,91,9,1
2624,770,14,1
2625,962,113,0
2626,1351,210,0
2627,771,38,1
2628,481,13,1
2629,577,185,1
2630,405,5,1
2631,766,30,1
2632,396,9,1
2633,544,14,1
2634,1031,95,0
2635,601,102,0
2636,1955,119,0
2637,1886,2,0
2638,943,60,0
2639,380,0,1
2640,1657,161,0
2641,757,3,1
2642,1989,34,1
2643,1302,140,0
2644,214,135,0
2645,886,60,0
2646,1827,162,0
2647,952,89,0
2648,244,15,1
2649,277,126,0
2650,1055,188,0
2651,774,4,0
2652,313,80,0
2653,262,3,1
2654,1955,203,0
2655,2231,126,0
2656,1076,196,0
2657,890,29,0
2658,192,210,0
2659,127,5,1
2660,757,132,1
2661,451,9,1
2662,384,159,0
2663,57,17,1
2664,2108,205,0
2665,718,6,1
2666,340,19,1
2667,1750,5,1
2668,1062,3,1
2669,1926,202,0
2670,171,120,1
2671,1083,3,1
2672,1990,89,1
2673,152,5,1
2674,1054,3,1
2675,533,5,1
2676,1955,8,1
2677,1779,110,0
2678,1227,125,0
2679,40,163,0
2680,1969,6,1
2681,1381,126,0
2682,669,154,0
2683,1649,11,0
2684,1392,211,0
2685,24,65,0
2686,175,55,1
2687,1418,140,0
2688,51,75,0
2689,1076,149,0
2690,289,154,0
2691,1768,160,0
2692,2064,213,0
2693,1470,86,0
2694,1218,36,0
2695,614,28,0
2696,292,210,0
2697,1754,3,1
2698,1733,5,1
2699,141,6,1
2700,489,5,1
2701,1979,15,1
2702,1720,59,0
2703,2010,15,1
2704,961,82,0
2705,2158,6,1
2706,1695,96,0
2707,998,46,0
2708,1773,3,1
2709,436,30,1
2710,951,28,0
2711,40,72,1
2712,864,200,0
2713,852,173,0
2714,750,139,0
2715,1530,3,1
2716,1593,34,0
2717,1278,3,1
2718,1102,3,1
2719,1119,35,0
2720,123,6,1
2721,1487,70,0
2722,181,47,0
2723,120,131,1
2724,542,15,0
2725,532,46,0
2726,1972,14,1
2727,2175,65,0
2728,448,91,0
2729,1612,8,0
2730,1106,3,1
2731,2239,164,0
2732,115,5,1
2733,430,40,1
2734,1245,3,1
2735,1693,14,1
2736,862,6,1
2737,481,210,0
2738,684,14,1
2739,113,5,1
2740,1803,112,0
2741,454,5,1
2742,2038,14,1
2743,2164,89,1
2744,563,72,1
2745,471,203,0
2746,2058,6,1
2747,603,39,0
2748,452,6,1
2749,2040,6,1
2750,412,161,0
2751,68,7,1
2752,1907,75,0
2753,367,192,0
2754,36,15,1
2755,866,86,0
2756,222,20,1
2757,1199,23,0
2758,331,92,0
2759,291,6,1
2760,127,15,1
2761,1638,6,1
2762,2020,33,1
2763,450,4,1
2764,753,62,0
2765,112,86,0
2766,1523,103,0
2767,607,18,0
2768,1710,3,1
2769,1153,3,1
2770,1057,189,0
2771,314,1,0
2772,2259,214,0
2773,903,6,1
2774,1462,29,1
2775,348,4,1
2776,169,130,0
2777,1580,0,0
2778,1741,196,0
2779,249,170,0
2780,2145,15,1
2781,2009,30,0
2782,1555,3,1
2783,432,173,0
2784,770,9,1
2785,55,41,1
2786,258,26,1
2787,1661,6,1
2788,909,116,0
2789,1921,169,0
2790,1665,51,0
2791,1426,47,0
2792,3,77,0
2793,877,3,1
2794,2111,34,1
2795,2042,63,0
2796,1294,114,0
2797,787,127,0
2798,906,197,0
2799,117,179,0
2800,1422,3,1
2801,2176,6,1
2802,752,5,0
2803,920,212,0
2804,132,8,1
2805,942,5,1
2806,127,126,1
2807,1797,15,1
2808,10,18,1
2809,944,6,0
2810,1973,71,0
2811,310,189,0
2812,1242,60,0
2813,324,5,1
2814,1162,102,0
2815,768,5,0
2816,1170,81,0
2817,217,132,0
2818,1477,5,1
2819,53,9,1
2820,1543,3,1
2821,362,15,1
2822,26,14,1
2823,833,47,0
2824,1635,7,0
2825,1436,80,0
2826,806,148,0
2827,779,99,0
2828,1851,6,1
2829,510,14,1
2830,527,41,1
2831,1806,9,0
2832,1537,115,0
2833,1991,118,0
2834,341,3,1
2835,208,186,0
2836,2243,208,0
2837,305,14,1
2838,441,6,1
2839,34,15,1
2840,1330,3,1
2841,568,6,1
2842,137,15,1
2843,577,6,1
2844,492,34,0
2845,1371,11,0
2846,1788,205,0
2847,227,6,1
2848,1249,107,0
2849,40,68,1
2850,1849,10,0
2851,297,37,0
2852,54,15,1
2853,294,104,0
2854,147,14,1
2855,776,44,0
2856,703,190,0
2857,240,189,0
2858,10,8,1
2859,330,6,1
2860,465,151,0
2861,2130,152,0
2862,1682,6,1
2863,582,37,0
2864,811,153,0
2865,1459,159,0
2866,97,15,1
2867,901,33,1
2868,737,31,0
2869,1523,12,0
2870,1788,75,0
2871,563,6,1
2872,1246,134,0
2873,2037,8,1
2874,288,191,0
2875,937,160,0
2876,1655,91,1
2877,561,29,1
2878,2246,185,0
2879,371,199,0
2880,1778,46,0
2881,1564,3,1
2882,1009,125,0
2883,1343,94,0
2884,404,168,0
2885,1439,163,0
2886,1421,37,0
2887,129,76,1
2888,2121,14,0
2889,727,170,0
2890,378,14,1
2891,186,50,0
2892,1737,136,0
2893,1699,98,0
2894,55,4,1
2895,1722,9,0
2896,110,6,1
2897,532,83,0
2898,902,6,1
2899,451,41,1
2900,2077,34,1
2901,1756,104,0
2902,1729,3,1
2903,679,53,0
2904,41,76,1
2905,256,175,0
2906,62,93,1
2907,1184,3,1
2908,318,67,0
2909,350,213,0
2910,1314,106,0
2911,108,41,1
2912,79,5,1
2913,200,152,0
2914,2186,155,0
2915,604,175,0
2916,1455,153,0
2917,37,4,1
2918,1498,3,1
2919,2178,6,1
2920,106,8,1
2921,202,2,1
2922,289,0,1
2923,2170,6,1
2924,74,8,1
2925,68,4,1
2926,1257,57,0
2927,939,45,0
2928,1130,31,0
2929,172,112,0
2930,456,78,0
2931,830,104,0
2932,743,6,1
2933,147,5,1
2934,218,6,1
2935,1619,188,0
2936,1874,211,0
2937,1350,96,0
2938,111,6,1
2939,448,69,1
2940,442,35,1
2941,1699,0,1
2942,354,86,0
2943,1501,146,0
2944,59,0,1
2945,470,36,1
2946,1654,39,0
2947,375,1,0
2948,810,191,0
2949,265,3,1
2950,572,93,1
2951,1388,191,0
2952,539,63,0
2953,874,182,0
2954,1191,190,0
2955,39,5,1
2956,433,13,0
2957,904,133,0
2958,1593,15,1
2959,497,148,0
2960,41,186,0
2961,11,148,0
2962,557,5,1
2963,675,64,0
2964,3,0,1
2965,1745,159,0
2966,1250,66,0
2967,425,204,0
2968,1200,132,0
2969,111,138,0
2970,2131,140,0
2971,949,5,1
2972,97,6,1
2973,106,105,1
2974,285,90,1
2975,75,117,0
2976,855,117,1
2977,1786,168,0
2978,2157,37,0
2979,844,81,0
2980,896,4,0
2981,371,33,1
2982,26,8,1
2983,1219,3,1
2984,1997,33,1
2985,843,81,0
2986,552,20,1
2987,864,128,0
2988,1837,117,0
2989,1296,39,0
2990,1859,47,0
2991,599,173,0
2992,2184,137,0
2993,1991,15,1
2994,729,36,1
2995,662,35,1
2996,348,17,1
2997,430,16,1
2998,2052,6,1
2999,718,181,0
3000,162,210,0
3001,643,13,1
3002,822,14,1
3003,245,4,1
3004,1294,208,0
3005,1494,3,1
3006,1151,71,0
3007,1107,3,1
3008,105,0,1
3009,1589,97,0
3010,918,187,0
3011,1933,209,0
3012,77,35,1
3013,1692,64,0
3014,367,6,1
3015,262,156,1
3016,100,7,1
3017,799,34,1
3018,402,138,0
3019,518,23,0
3020,616,6,1
3021,711,6,1
3022,742,6,1
3023,2034,191,0
3024,1788,78,0
3025,581,162,0
3026,135,196,0
3027,50,87,0
3028,1797,205,0
3029,1543,95,0
3030,1414,81,0
3031,436,29,1
3032,1445,3,1
3033,37,41,1
3034,1261,3,1
3035,995,203,0
3036,2193,55,0
3037,1811,18,0
3038,584,5,1
3039,649,104,0
3040,568,44,0
3041,1841,211,0
3042,1039,3,1
3043,2183,91,0
3044,1523,3,1
3045,328,9,1
3046,1666,71,0
3047,399,164,0
3048,1521,166,0
3049,198,94,0
3050,845,22,0
3051,761,193,1
3052,81,36,1
3053,1932,15,1
3054,210,6,1
3055,323,132,1
3056,395,8,1
3057,109,213,0
3058,1521,116,0
3059,2164,0,0
3060,1524,71,0
3061,1966,94,0
3062,47,124,0
3063,1732,182,0
3064,1989,80,0
3065,1625,6,1
3066,1200,97,0
3067,856,64,1
